Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
Allay,org.allaymc.api.block.component.common,BlockBaseComponent,canPlaceOnBlock,3,1,1,76,0,,
Allay,org.allaymc.api.block.component.common,BlockBaseComponent,onNeighborUpdate,0,1,3,87,0,,
Allay,org.allaymc.api.block.component.common,BlockBaseComponent,onRandomUpdate,0,1,1,96,0,,
Allay,org.allaymc.api.block.component.common,BlockBaseComponent,checkPlaceMethodParam,6,1,4,98,0,org.allaymc.api.block.component.common.BlockBaseComponent,org.allaymc.api.block.component.common.BlockBaseComponent
Allay,org.allaymc.api.block.component.common,BlockBaseComponent,place,0,1,4,106,0,,
Allay,org.allaymc.api.block.component.common,BlockBaseComponent,onPlace,0,1,3,118,0,,
Allay,org.allaymc.api.block.component.common,BlockBaseComponent,isDroppable,0,1,3,127,0,,
Allay,org.allaymc.api.block.component.common,BlockBaseComponent,onInteract,0,1,3,129,0,,
Allay,org.allaymc.api.block.component.common,BlockBaseComponent,onReplace,0,1,3,139,0,,
Allay,org.allaymc.api.block.component.common,BlockBaseComponent,onBreak,0,1,3,148,0,,
Allay,org.allaymc.api.block.component.common,BlockBaseComponent,onScheduledUpdate,0,1,1,157,0,,
Allay,org.allaymc.api.block.component.common,BlockBaseComponent,getDrops,4,2,2,159,0,org.allaymc.api.block.component.common.BlockBaseComponent,org.allaymc.api.block.component.common.BlockBaseComponent
Allay,org.allaymc.api.block.component.common,BlockBaseComponent,getSilkTouchDrop,3,1,1,167,0,,
Allay,org.allaymc.api.block.component.common,BlockBaseComponent,canDamageItem,3,1,1,171,0,,
Allay,org.allaymc.api.block.component.common,BlockBaseComponent,calculateBreakTime,40,12,3,175,0,org.allaymc.api.block.component.common.BlockBaseComponent,org.allaymc.api.block.component.common.BlockBaseComponent
Allay,org.allaymc.api.block.component.common,BlockBaseComponent,checkBlockType,3,2,1,240,0,org.allaymc.api.block.component.common.BlockBaseComponent,org.allaymc.api.block.component.common.BlockBaseComponent
Allay,org.allaymc.api.block.component.common,BlockEntityHolderComponent,getBlockEntityType,0,1,0,18,0,,
Allay,org.allaymc.api.block.component.common,BlockEntityHolderComponent,getBlockEntity,8,3,4,20,0,org.allaymc.api.block.component.common.BlockEntityHolderComponent,org.allaymc.api.block.component.common.BlockEntityHolderComponent
Allay,org.allaymc.api.block.component.common,BlockEntityHolderComponent,getBlockEntity,3,1,1,35,0,org.allaymc.api.block.component.common.BlockEntityHolderComponent,org.allaymc.api.block.component.common.BlockEntityHolderComponent
Allay,org.allaymc.api.block.component.common,BlockEntityHolderComponent,createBlockEntityAt,3,1,4,39,0,org.allaymc.api.block.component.common.BlockEntityHolderComponent,org.allaymc.api.block.component.common.BlockEntityHolderComponent
Allay,org.allaymc.api.block.component.common,BlockEntityHolderComponent,createBlockEntityAt,16,4,5,43,0,org.allaymc.api.block.component.common.BlockEntityHolderComponent,org.allaymc.api.block.component.common.BlockEntityHolderComponent
Allay,org.allaymc.api.block.component.common,BlockEntityHolderComponent,createBlockEntityAt,3,1,1,60,0,org.allaymc.api.block.component.common.BlockEntityHolderComponent,org.allaymc.api.block.component.common.BlockEntityHolderComponent
Allay,org.allaymc.api.block.component.common,BlockEntityHolderComponent,createBlockEntityAt,3,1,2,64,0,org.allaymc.api.block.component.common.BlockEntityHolderComponent,org.allaymc.api.block.component.common.BlockEntityHolderComponent
Allay,org.allaymc.api.block.component.common,BlockEntityHolderComponent,removeBlockEntityAt,10,3,4,68,0,,
Allay,org.allaymc.api.block.component.common,BlockEntityHolderComponent,removeBlockEntityAt,3,1,1,79,0,org.allaymc.api.block.component.common.BlockEntityHolderComponent,org.allaymc.api.block.component.common.BlockEntityHolderComponent
Allay,org.allaymc.api.block.component.common,BlockStateData,fromJson,3,1,1,82,0,,
Allay,org.allaymc.api.block.component.common,BlockStateData,hasCollision,3,1,0,86,0,,
Allay,org.allaymc.api.block.component.common,BlockStateData,computeOffsetCollisionShape,3,1,3,90,0,,
Allay,org.allaymc.api.block.component.common,BlockStateData,computeOffsetCollisionShape,3,1,1,94,0,org.allaymc.api.block.component.common.BlockStateData,org.allaymc.api.block.component.common.BlockStateData
Allay,org.allaymc.api.block.component.common,BlockStateDataComponent,getBlockStateData,0,1,1,14,0,,
Allay,org.allaymc.api.block.component.common,Coordinate,Coordinate,5,1,3,15,0,,
Allay,org.allaymc.api.block.data,BlockFaceTest,testRotateVector,9,1,0,14,1,,
Allay,org.allaymc.api.block.palette,BlockStateHashPalette,getRegistry,3,1,0,17,0,,
Allay,org.allaymc.api.block.palette,BlockStateHashPalette,register,4,2,2,21,0,,
Allay,org.allaymc.api.block.property,PropertyUtil,toMinecraftCardinalDirection,3,1,1,14,0,,
Allay,org.allaymc.api.block.property.type,BaseBlockPropertyType,BaseBlockPropertyType,6,1,4,21,0,,
Allay,org.allaymc.api.block.property.type,BlockPropertyType,getPropertyType,6,4,1,16,0,,
Allay,org.allaymc.api.block.property.type,BlockPropertyType,getName,0,1,0,23,0,,
Allay,org.allaymc.api.block.property.type,BlockPropertyType,getDefaultValue,0,1,0,25,0,,
Allay,org.allaymc.api.block.property.type,BlockPropertyType,getValidValues,0,1,0,27,0,,
Allay,org.allaymc.api.block.property.type,BlockPropertyType,getType,0,1,0,29,0,,
Allay,org.allaymc.api.block.property.type,BlockPropertyType,createValue,0,1,1,31,0,,
Allay,org.allaymc.api.block.property.type,BlockPropertyType,tryCreateValue,0,1,1,33,0,,
Allay,org.allaymc.api.block.property.type,BlockPropertyType,getBitSize,0,1,0,35,0,,
Allay,org.allaymc.api.block.property.type,BlockPropertyType,createDefaultValue,3,1,0,37,0,org.allaymc.api.block.property.type.BlockPropertyType,org.allaymc.api.block.property.type.BlockPropertyType
Allay,org.allaymc.api.block.property.type,BooleanPropertyType,BooleanPropertyType,3,1,2,17,0,,
Allay,org.allaymc.api.block.property.type,BooleanPropertyType,of,3,1,2,21,0,,
Allay,org.allaymc.api.block.property.type,BooleanPropertyType,getType,3,1,0,25,0,,
Allay,org.allaymc.api.block.property.type,BooleanPropertyType,createValue,3,1,1,30,0,,
Allay,org.allaymc.api.block.property.type,BooleanPropertyType,tryCreateValue,10,4,1,35,0,,
Allay,org.allaymc.api.block.property.type,EnumPropertyType,EnumPropertyType,9,2,3,20,0,,
Allay,org.allaymc.api.block.property.type,EnumPropertyType,of,3,1,3,30,0,,
Allay,org.allaymc.api.block.property.type,EnumPropertyType,getType,3,1,0,34,0,,
Allay,org.allaymc.api.block.property.type,EnumPropertyType,createValue,3,1,1,39,0,,
Allay,org.allaymc.api.block.property.type,EnumPropertyType,tryCreateValue,9,3,1,44,0,,
Allay,org.allaymc.api.block.property.type,IntPropertyType,IntPropertyType,9,2,4,20,0,,
Allay,org.allaymc.api.block.property.type,IntPropertyType,of,3,1,4,31,0,,
Allay,org.allaymc.api.block.property.type,IntPropertyType,getType,3,1,0,35,0,,
Allay,org.allaymc.api.block.property.type,IntPropertyType,createValue,3,1,1,40,0,,
Allay,org.allaymc.api.block.property.type,IntPropertyType,tryCreateValue,6,2,1,45,0,,
Allay,org.allaymc.api.block.registry,BlockTypeRegistry,getRegistry,3,1,0,20,0,,
Allay,org.allaymc.api.block.registry,BlockTypeRegistry,getBlockDefinitions,0,1,0,24,0,,
Allay,org.allaymc.api.block.registry,MaterialRegistry,getRegistry,3,1,0,18,0,,
Allay,org.allaymc.api.block.registry,VanillaBlockStateDataRegistry,getRegistry,3,1,0,18,0,,
Allay,org.allaymc.api.block.type,BlockState,getBlockType,0,1,0,22,0,,
Allay,org.allaymc.api.block.type,BlockState,blockStateHash,0,1,0,24,0,,
Allay,org.allaymc.api.block.type,BlockState,specialValue,0,1,0,26,0,,
Allay,org.allaymc.api.block.type,BlockState,getPropertyValues,0,1,0,28,0,,
Allay,org.allaymc.api.block.type,BlockState,getPropertyValue,0,1,1,31,0,,
Allay,org.allaymc.api.block.type,BlockState,setProperty,0,1,1,33,0,,
Allay,org.allaymc.api.block.type,BlockState,setProperty,0,1,2,35,0,,
Allay,org.allaymc.api.block.type,BlockState,setProperties,0,1,1,37,0,,
Allay,org.allaymc.api.block.type,BlockState,unsignedBlockStateHash,0,1,0,39,0,,
Allay,org.allaymc.api.block.type,BlockState,getBlockStateTag,0,1,0,41,0,,
Allay,org.allaymc.api.block.type,BlockState,toItemStack,0,1,0,43,0,,
Allay,org.allaymc.api.block.type,BlockState,toNetworkBlockDefinition,7,2,0,47,0,org.allaymc.api.block.type.BlockState,org.allaymc.api.block.type.BlockState
Allay,org.allaymc.api.block.type,BlockState,toNetworkBlockDefinitionRuntime,3,1,0,62,0,,
Allay,org.allaymc.api.block.type,BlockState,getBehavior,3,1,0,66,0,org.allaymc.api.block.type.BlockState,org.allaymc.api.block.type.BlockState
Allay,org.allaymc.api.block.type,BlockState,getBlockStateData,3,1,0,70,0,org.allaymc.api.block.type.BlockState,org.allaymc.api.block.type.BlockState
Allay,org.allaymc.api.block.type,BlockType,getBlockBehavior,0,1,0,28,0,,
Allay,org.allaymc.api.block.type,BlockType,getComponents,0,1,0,30,0,,
Allay,org.allaymc.api.block.type,BlockType,getProperties,0,1,0,32,0,,
Allay,org.allaymc.api.block.type,BlockType,getAllStates,0,1,0,35,0,,
Allay,org.allaymc.api.block.type,BlockType,getBlockStateHashMap,0,1,0,38,0,,
Allay,org.allaymc.api.block.type,BlockType,getSpecialValueMap,0,1,0,41,0,,
Allay,org.allaymc.api.block.type,BlockType,getSpecialValueBits,0,1,0,44,0,,
Allay,org.allaymc.api.block.type,BlockType,getDefaultState,0,1,0,46,0,,
Allay,org.allaymc.api.block.type,BlockType,getItemIdentifier,3,1,0,48,0,org.allaymc.api.block.type.BlockType,org.allaymc.api.block.type.BlockType
Allay,org.allaymc.api.block.type,BlockType,getItemType,0,1,0,52,0,,
Allay,org.allaymc.api.block.type,BlockType,ofState,0,1,1,54,0,,
Allay,org.allaymc.api.block.type,BlockType,ofState,3,1,1,56,0,org.allaymc.api.block.type.BlockType,org.allaymc.api.block.type.BlockType
Allay,org.allaymc.api.block.type,BlockType,ofState,3,1,1,60,0,,
Allay,org.allaymc.api.block.type,BlockType,register,3,1,1,64,0,,
Allay,org.allaymc.api.block.type,BlockType,register,5,2,1,68,0,org.allaymc.api.block.type.BlockType,org.allaymc.api.block.type.BlockType
Allay,org.allaymc.api.block.type,BlockType,getBlockTags,0,1,0,74,0,,
Allay,org.allaymc.api.block.type,BlockType,getMaterial,0,1,0,77,0,,
Allay,org.allaymc.api.block.type,BlockType,hasBlockTag,3,1,1,79,0,org.allaymc.api.block.type.BlockType,org.allaymc.api.block.type.BlockType
Allay,org.allaymc.api.block.type,BlockTypeBuilder,builder,3,1,1,31,0,,
Allay,org.allaymc.api.block.type,BlockTypeBuilder,identifier,0,1,1,35,0,,
Allay,org.allaymc.api.block.type,BlockTypeBuilder,identifier,3,1,1,37,0,org.allaymc.api.block.type.BlockTypeBuilder,org.allaymc.api.block.type.BlockTypeBuilder
Allay,org.allaymc.api.block.type,BlockTypeBuilder,vanillaBlock,0,1,1,41,0,,
Allay,org.allaymc.api.block.type,BlockTypeBuilder,bindBlockEntity,0,1,1,43,0,,
Allay,org.allaymc.api.block.type,BlockTypeBuilder,setProperties,0,1,1,45,0,,
Allay,org.allaymc.api.block.type,BlockTypeBuilder,setProperties,0,1,1,47,0,,
Allay,org.allaymc.api.block.type,BlockTypeBuilder,setComponents,3,1,1,49,0,org.allaymc.api.block.type.BlockTypeBuilder,org.allaymc.api.block.type.BlockTypeBuilder
Allay,org.allaymc.api.block.type,BlockTypeBuilder,setComponents,0,1,1,53,0,,
Allay,org.allaymc.api.block.type,BlockTypeBuilder,addComponents,3,1,1,55,0,org.allaymc.api.block.type.BlockTypeBuilder,org.allaymc.api.block.type.BlockTypeBuilder
Allay,org.allaymc.api.block.type,BlockTypeBuilder,addComponents,0,1,1,59,0,,
Allay,org.allaymc.api.block.type,BlockTypeBuilder,listComponentToMap,10,2,1,61,0,,
Allay,org.allaymc.api.block.type,BlockTypeBuilder,addComponent,0,1,1,72,0,,
Allay,org.allaymc.api.block.type,BlockTypeBuilder,addCustomBlockComponent,0,1,1,74,0,,
Allay,org.allaymc.api.block.type,BlockTypeBuilder,setBlockBaseComponentSupplier,0,1,1,76,0,,
Allay,org.allaymc.api.block.type,BlockTypeBuilder,setBlockTags,0,1,1,78,0,,
Allay,org.allaymc.api.block.type,BlockTypeBuilder,setMaterial,0,1,1,80,0,,
Allay,org.allaymc.api.block.type,BlockTypeBuilder,build,0,1,0,82,0,,
Allay,org.allaymc.api.blockentity,BlockEntityHelper,fromNBT,9,2,2,18,0,,
Allay,org.allaymc.api.blockentity.component.common,BlockEntityBaseComponent,getBlockEntityType,0,1,0,27,0,,
Allay,org.allaymc.api.blockentity.component.common,BlockEntityBaseComponent,getPosition,0,1,0,29,0,,
Allay,org.allaymc.api.blockentity.component.common,BlockEntityBaseComponent,saveNBT,0,1,0,31,0,,
Allay,org.allaymc.api.blockentity.component.common,BlockEntityBaseComponent,loadNBT,0,1,1,33,0,,
Allay,org.allaymc.api.blockentity.component.common,BlockEntityBaseComponent,onNeighborUpdate,0,1,1,35,0,,
Allay,org.allaymc.api.blockentity.component.common,BlockEntityBaseComponent,onPlace,0,1,1,37,0,,
Allay,org.allaymc.api.blockentity.component.common,BlockEntityBaseComponent,onReplace,0,1,1,39,0,,
Allay,org.allaymc.api.blockentity.component.common,BlockEntityBaseComponent,onInteract,0,1,1,41,0,,
Allay,org.allaymc.api.blockentity.component.common,BlockEntityBaseComponent,createBlockEntityDataPacket,7,1,0,43,0,org.allaymc.api.blockentity.component.common.BlockEntityBaseComponent,org.allaymc.api.blockentity.component.common.BlockEntityBaseComponent
Allay,org.allaymc.api.blockentity.component.common,BlockEntityBaseComponent,sendBlockEntityDataPacketTo,3,1,1,51,0,org.allaymc.api.blockentity.component.common.BlockEntityBaseComponent,org.allaymc.api.blockentity.component.common.BlockEntityBaseComponent
Allay,org.allaymc.api.blockentity.component.common,BlockEntityBaseComponent,sendBlockEntityDataPacketToAll,3,1,0,55,0,org.allaymc.api.blockentity.component.common.BlockEntityBaseComponent,org.allaymc.api.blockentity.component.common.BlockEntityBaseComponent
Allay,org.allaymc.api.blockentity.component.common,BlockEntityBaseComponent,sendPacketToViewers,6,1,1,59,0,org.allaymc.api.blockentity.component.common.BlockEntityBaseComponent,org.allaymc.api.blockentity.component.common.BlockEntityBaseComponent
Allay,org.allaymc.api.blockentity.component.common,BlockEntityBaseComponent,tick,2,1,0,66,0,,
Allay,org.allaymc.api.blockentity.component.common,BlockEntityBaseComponent,sendToClient,3,1,0,68,0,,
Allay,org.allaymc.api.blockentity.component.common,BlockEntityBaseComponent,getBlockState,4,1,0,72,0,org.allaymc.api.blockentity.component.common.BlockEntityBaseComponent,org.allaymc.api.blockentity.component.common.BlockEntityBaseComponent
Allay,org.allaymc.api.blockentity.component.common,BlockEntityContainerHolderComponent,getContainers,4,1,0,17,0,org.allaymc.api.blockentity.component.common.BlockEntityContainerHolderComponent,org.allaymc.api.blockentity.component.common.BlockEntityContainerHolderComponent
Allay,org.allaymc.api.blockentity.component.common,BlockEntityContainerHolderComponent,getContainer,3,1,1,24,0,org.allaymc.api.blockentity.component.common.BlockEntityContainerHolderComponent,org.allaymc.api.blockentity.component.common.BlockEntityContainerHolderComponent
Allay,org.allaymc.api.blockentity.component.common,BlockEntityContainerHolderComponent,addContainer,3,1,1,29,0,org.allaymc.api.blockentity.component.common.BlockEntityContainerHolderComponent,org.allaymc.api.blockentity.component.common.BlockEntityContainerHolderComponent
Allay,org.allaymc.api.blockentity.component.common,BlockEntityContainerHolderComponent,getContainer,0,1,0,34,0,,
Allay,org.allaymc.api.blockentity.component.common,BlockEntityContainerHolderComponent,setContainer,0,1,1,36,0,,
Allay,org.allaymc.api.blockentity.init,BlockEntityInitInfo,dimension,0,1,0,15,0,,
Allay,org.allaymc.api.blockentity.init,BlockEntityInitInfo,nbt,0,1,0,17,0,,
Allay,org.allaymc.api.blockentity.init,BlockEntityInitInfo,getBlockEntityType,0,1,0,19,0,,
Allay,org.allaymc.api.blockentity.init,BlockEntityInitInfo,setBlockEntityType,0,1,1,21,0,,
Allay,org.allaymc.api.blockentity.init,SimpleBlockEntityInitInfo,builder,3,1,0,26,0,,
Allay,org.allaymc.api.blockentity.init,SimpleBlockEntityInitInfo,dimension,3,1,0,30,0,,
Allay,org.allaymc.api.blockentity.init,SimpleBlockEntityInitInfo,nbt,3,1,0,35,0,,
Allay,org.allaymc.api.blockentity.registry,BlockEntityTypeRegistry,getRegistry,3,1,0,17,0,,
Allay,org.allaymc.api.blockentity.type,BlockEntityType,getName,0,1,0,17,0,,
Allay,org.allaymc.api.blockentity.type,BlockEntityType,getComponentProviders,0,1,0,19,0,,
Allay,org.allaymc.api.blockentity.type,BlockEntityType,createBlockEntity,0,1,1,21,0,,
Allay,org.allaymc.api.blockentity.type,BlockEntityTypeBuilder,builder,3,1,1,22,0,,
Allay,org.allaymc.api.blockentity.type,BlockEntityTypeBuilder,build,0,1,0,26,0,,
Allay,org.allaymc.api.blockentity.type,BlockEntityTypeBuilder,name,0,1,1,28,0,,
Allay,org.allaymc.api.blockentity.type,BlockEntityTypeBuilder,setComponents,0,1,1,30,0,,
Allay,org.allaymc.api.blockentity.type,BlockEntityTypeBuilder,addComponents,0,1,1,32,0,,
Allay,org.allaymc.api.blockentity.type,BlockEntityTypeBuilder,addComponent,0,1,2,34,0,,
Allay,org.allaymc.api.blockentity.type,BlockEntityTypeBuilder,addComponent,3,1,2,36,0,org.allaymc.api.blockentity.type.BlockEntityTypeBuilder,org.allaymc.api.blockentity.type.BlockEntityTypeBuilder
Allay,org.allaymc.api.blockentity.type,BlockEntityTypeBuilder,addComponent,0,1,1,40,0,,
Allay,org.allaymc.api.client.data,Abilities,Abilities,13,1,1,41,0,org.allaymc.api.client.data.Abilities,org.allaymc.api.client.data.Abilities
Allay,org.allaymc.api.client.data,Abilities,applyGameType,17,1,1,55,0,org.allaymc.api.client.data.Abilities,org.allaymc.api.client.data.Abilities
Allay,org.allaymc.api.client.data,Abilities,set,5,2,2,78,0,,
